axis,gt_lo,gt_hi,mean_GT,total_std_lo,total_std_hi,mean_total_std,n,mean_bias_DER,med_bias_DER,mean_bias_gs,med_bias_gs
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.00491000059992075,0.00875876359641552,0.007837905548512936,361166,-0.015612275339663029,-0.01324468944221735,-0.016013888642191887,-0.012756949290633202
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.00875876359641552,0.010162494890391827,0.009471832774579525,361165,0.004744852427393198,0.004186428152024746,0.004101877566426992,0.0034830551594495773
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.010162494890391827,0.011587584763765335,0.01086665689945221,361166,0.004502032417804003,0.004982321057468653,0.0037399320863187313,0.004569882992655039
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.011587584763765335,0.013238690234720707,0.012374583631753922,361165,0.00407068757340312,0.0013737156987190247,0.003136678831651807,0.0007343217730522156
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.013238690234720707,0.015428682789206505,0.014276704750955105,361165,0.003417409025132656,-0.0005841348320245743,0.00198900094255805,0.00034489110112190247
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.015428682789206505,0.018697374686598777,0.01691317744553089,361166,0.008168421685695648,0.00279935821890831,0.006370889022946358,0.002204813528805971
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.018697374686598777,0.025035979971289632,0.0214843712747097,361165,0.018372824415564537,0.011237267404794693,0.015362637117505074,0.008959520608186722
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.025035979971289632,0.042462059110403086,0.032044924795627594,361166,0.023714791983366013,0.016695037484169006,0.018506210297346115,0.009037446230649948
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.042462059110403086,0.14148947596549993,0.07455794513225555,361165,0.02311386726796627,0.022561056539416313,0.013326438143849373,0.003653897438198328
x,-0.019999999999999463,0.030000000000000582,0.004853405058383942,0.14148947596549993,153.1547088623047,1.6955019235610962,361165,0.0329701229929924,0.04391039162874222,0.007007239852100611,-0.0009509902447462082
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.005215397570282221,0.008759189024567604,0.007836583070456982,354951,-0.05456184595823288,-0.04549329727888107,-0.05518379062414169,-0.04472218081355095
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.008759189024567604,0.010179751738905908,0.009475071914494038,354950,-0.031204603612422943,-0.014706075191497803,-0.03199300915002823,-0.01627933606505394
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.010179751738905908,0.011547117494046688,0.010856244713068008,354951,-0.03359055146574974,-0.020177841186523438,-0.03467199578881264,-0.02094220370054245
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.011547117494046688,0.013196724094450473,0.01234193705022335,354950,-0.031008170917630196,-0.018421880900859833,-0.03231536224484444,-0.020140932872891426
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.013196724094450473,0.01536317728459835,0.014231793582439423,354950,-0.029976602643728256,-0.015795104205608368,-0.031283266842365265,-0.017683174461126328
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.01536317728459835,0.018679924681782718,0.01687525026500225,354951,-0.02864517830312252,-0.018360944464802742,-0.03097589686512947,-0.022225860506296158
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.018679924681782718,0.024784814193844783,0.02134658955037594,354950,-0.019893789663910866,-0.014605484902858734,-0.022615255787968636,-0.019751226529479027
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.024784814193844783,0.0418975278735161,0.031683292239904404,354951,-0.019637415185570717,-0.014610210433602333,-0.023910298943519592,-0.02715250477194786
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.0418975278735161,0.1337619930505754,0.07209977507591248,354950,-0.024388544261455536,-0.009216458536684513,-0.029319198802113533,-0.038907241076231
x,0.030000000000000582,0.08000000000000063,0.05490455403923988,0.1337619930505754,149.0575408935547,1.6548696756362915,354950,-0.019777847453951836,-0.0071516335010528564,-0.03944404050707817,-0.05094628036022186
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.00520344078540802,0.008751243352890015,0.007822414860129356,344302,-0.09897489100694656,-0.08301933109760284,-0.09950362145900726,-0.08265967667102814
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.008751243352890015,0.010159280523657799,0.009464719332754612,344304,-0.07472670078277588,-0.045146241784095764,-0.07536076009273529,-0.04626546800136566
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.010159280523657799,0.011516920663416386,0.010828952305018902,344303,-0.07229214161634445,-0.04433678090572357,-0.07339181005954742,-0.04685857146978378
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.011516920663416386,0.013169625587761403,0.012312013655900955,344302,-0.0725129246711731,-0.046388108283281326,-0.07369635254144669,-0.04970402643084526
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.013169625587761403,0.015339074190706015,0.014189465902745724,344303,-0.07203119248151779,-0.04676784574985504,-0.07330042868852615,-0.050460927188396454
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.015339074190706015,0.018736790493130685,0.016902722418308258,344303,-0.06672801077365875,-0.04270174354314804,-0.06931351870298386,-0.04770248010754585
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.018736790493130685,0.02493838258087635,0.021434469148516655,344302,-0.05847475305199623,-0.04319743067026138,-0.06217912212014198,-0.05041962489485741
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.02493838258087635,0.042357143759727475,0.03195268660783768,344303,-0.06598352640867233,-0.04799821972846985,-0.0716109648346901,-0.06561091542243958
x,0.08000000000000063,0.13000000000000067,0.10496304929256439,0.042357143759727475,0.13564277589321141,0.07269859313964844,344303,-0.06912991404533386,-0.042845793068408966,-0.07412894815206528,-0.08494208753108978
